,Availability,Year,Floor,LoyerNet,Charges,Space,Street,Zip,City,Latitude,Longitude,chambre,séjour,cuisine,wc,hall,outdoors,cave,réduit,Entrée,stores,Description
303,No info,-1,1,2910,180,101,Chemin de la Grangette 51l,1010,Lausanne,46.534461,6.6593051,0,0,0,0,0,3,1,0,0,0,"<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Cet appartement est équipé d'un lave-linge et d'un sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
304,No info,-1,0,1840,112,58,Chemin de la Grangette 51p,1010,Lausanne,46.534461,6.6593051,0,0,0,0,0,3,1,0,0,0,"<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Cet appartement est équipé d'un lave-linge et d'un sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
305,No info,-1,0,1780,109,58,Chemin de la Grangette 51m,1010,Lausanne,46.534461,6.6593051,0,0,0,0,0,3,1,0,0,0,"<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Cet appartement est équipé d'un lave-linge et d'un sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
306,No info,-1,0,1820,111,58,Chemin de la Grangette 51o,1010,Lausanne,46.534461,6.6593051,0,0,0,0,0,3,1,0,0,0,"<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Buanderie privative avec lave-linge et sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
307,No info,-1,0,1800,114,58,Chemin de la Grangette 51f,1010,Lausanne,46.534461,6.6593051,0,0,0,0,0,3,1,0,0,0,"<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Cet appartement est équipé d'un lave-linge et d'un sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
308,No info,-1,1,2930,183,101,Chemin de la Grangette 51k,1010,Lausanne,46.534461,6.6593051,0,0,0,0,0,3,1,0,0,0,"<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Cet appartement est équipé d'un lave-linge et d'un sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
309,No info,-1,1,2970,197,109,Chemin de la Grangette 51 i,1010,Lausanne,46.534461,6.6593051,0,0,0,0,0,3,1,0,0,0,"<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Cet appartement est équipé d'un lave-linge et d'un sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
310,No info,-1,1,2910,183,101,Chemin de la Grangette 51c,1010,Lausanne,46.534461,6.6593051,0,0,0,0,0,3,1,0,0,0,"<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Cet appartement est équipé d'un lave-linge et d'un sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
311,No info,-1,0,1820,112,58,Chemin de la Grangette 51n,1010,Lausanne,46.534461,6.6593051,0,0,0,0,0,3,1,0,0,0,"<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Cet appartement est équipé d'un lave-linge et d'un sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
312,No info,-1,1,2990,196,109,Chemin de la Grangette j,1010,Lausanne,46.5346207,6.6588397,0,0,0,0,0,3,1,0,0,0,"<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Cet appartement est équipé d'un lave-linge et d'un sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
313,No info,-1,1,2890,183,101,Chemin de la Grangette 51d,1010,Lausanne,46.534461,6.6593051,0,0,0,0,0,3,1,0,0,0,"<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Cet appartement est équipé d'un lave-linge et d'un sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
314,No info,-1,0,1800,115,58,Chemin de la Grangette 51g,1010,Lausanne,46.534461,6.6593051,0,0,0,0,0,3,1,0,0,0,"<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Buanderie privative avec lave-linge et sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
315,No info,-1,1,2950,197,109,Chemin de la Grangette 51a,1010,Lausanne,46.534461,6.6593051,0,0,0,0,0,3,1,0,0,0,"<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Cet appartement est équipé d'un lave-linge et d'un sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
316,No info,-1,1,2970,196,109,Chemin de la Grangette 51b,1010,Lausanne,46.534461,6.6593051,0,0,0,0,0,3,1,0,0,0,"<p>Idéalement situé dans les hauts de la capitale Olympique, le quartier de la Grangette, confère à ses habitants une ambiance villageoise et pourtant proche du centre-ville. <br><br>Central Park Garden est constitué de deux bâtiments neufs. <br><br>Chaque bâtiment est constitué de 8 appartements ; 4 appartements de 2.5 pièces au rez-inférieur avec terrasses et jardins et 4 appartements de 4.5 pièces en duplex au rez-supérieur bénéficiant de grands balcons.<br><br>Chaque appartement dispose d'une cave individuelle et il est vous possible de louer une place de stationnement.<br><br>Cet appartement est équipé d'un lave-linge et d'un sèche-linge.<br><br>La quiétude de cet emplacement vous assurera un cadre de vie agréable, calme, et facilement accessible par tous types de transports (bus, métro, voiture).</p>"
317,No info,-1,1,2180,-1,107,Route des Flumeaux 39,1008,Prilly,46.5307817,6.6018541,0,0,1,2,0,0,0,0,0,0,<p>Loft de ~107m2 avec cuisine agencée ouverte et salle-de-bains/WC. Possibilité de louer un parking extérieur à CHF 80.-/mois.</p>
318,maintenant										</span>,2016,-1,1700,-1,51,Chemin du Chalet Pra Roman 4 C,1000,Lausanne,46.5631646,6.6992314,1,1,3,2,1,4,1,0,0,0,"<p>- Au rez-de-jardin<br>- Cuisine agencée<br>- Cuisine équipée<br>- Buanderie commune<br>- Interphone<br>- Accès sécurisé<br>- État proche du neuf<br>- Terrasse<br>- Pompe à chaleur<br>- Construction aux normes Minergie<br>- Bail à durée indéterminée<br><br>Au coeur d’un écrin de verdure, la résidence du Golf se situe sur les hauts de la commune Lausanne, proche du M2 et de l'Ecole Hôtelière de Lausanne (HEL)<br><br>Respectueuse de l’environnement grâce au label Minergie, cette réalisation se trouve à proximité des écoles, commerces et transports.<br>Son emplacement unique permet l’accès à de multitudes d’activités sportives (équitation, piste vitae, VTT) et de balades grâce à sa proximité avec le centre sportif de Chalet à Gobet et le Golf de Pra Roman.<br><br>Bel appartement de 2.5 pièces, au rez-de-jardin, se composant comme suit :<br><br>- Hall d'entrée avec armoires<br>- Cuisine entièrement agencée et équipée<br>- Séjour avec accès à la terrasse<br>- Chambre à coucher<br>- Salle de bains/WC<br><br>Annexes :<br>- Cave<br>- Place de parc intérieure : CHF 150.-/mois<br><br>Loyer mensuel : CHF 1'700.-<br>Acompte de charges : CHF 70.-/mois</p>"
319,mars 2020										</span>,-1,4,2390,300,115,Rue Haldimand,1003,Lausanne,46.5228706,6.6317774,3,0,1,3,0,0,0,1,0,0,"<p>Superbe appartement lumineux de 4.5 pièces au 4ème étage avec ascenseur direct dans le logement. Vue sur place de la Palud et cathédrale. A 1 min de la station de métro Riponne.<br>Le logement comprend : 3 chambres à coucher, salon-salle à manger avec cheminée décorative, grande cuisine agencée, réduit, 1 salle de bains/WC, 1 WC séparé, colonne de lavage. plusieurs armoires murales<br><br>Les charges mentionnées, ci-dessus, sont composées comme suit :<br>CHF 190.- de charges<br>CHF 110.- de frais accessoires</p>"
320,No info,1973,2,1790,140,77,,,-1,46.520479,6.6132029,0,0,0,0,0,0,0,0,0,0,"<p>Ce spacieux appartement, agréablement distribué, saura vous séduire grâce à ses finitions de qualité.<br><br>L'immeuble se situe à deux pas de l'école primaire de Montoie et la station ""Montelly"" du métro M1 est à moins de 200 mètres du logement, ce qui vous permettra de rejoindre le centre ville en quelques minutes.<br><br>L'immeuble est doté d'une buanderie commune et possède un ascenseur.<br><br>N'hésitez pas à nous contacter pour de plus amples informations !</p>"
321,No info,1900,6,1750,235,70,,,-1,46.5252404,6.6209126,1,1,1,2,1,1,1,1,0,0,"<p>Au 6ème et dernier étage d'un immeuble de style fin XIXème, beau logement semi-mansardé avec poutres apparentes.<br><br>L' appartement se répartit comme suit : grand hall avec dressing / réduit, chambre à coucher, salon avec vue dominante sur le lac et le sud de la ville, grande cuisine agencée et meublable, salle-de-bains/WC. Pas de balcon. Une grande cave complète le bien.<br><br>Possibilité de louer une place de parc extérieure couverte. <br><br>Bail à reprendre dès le 15 avril 2020! <br><br>Visites groupées le mercredi 22 janvier 2020 de 19h00 à 20h00 et lundi 24 février 2020 de 19h00 à 20h00. En cas d'intérêt, veuillez vous rendre sur place aux heures indiquées, sans rendez-vous préalable.<br><br>"" BAIL FIXE DE DURÉE DÉTERMINÉE DE 5 ANS, AVEC POSSIBILITÉS DE RESILIATION UNILATÉRALE PAR LE LOCATAIRE.""<br><br>Seuls les dossiers complets seront pris en considération, soit :<br>- formulaire d'inscription dûment rempli (disponible sur notre site internet)<br>- attestation de l'Office des Poursuites récente (max. 3 mois)<br>- dernières fiches de salaire<br>- copie de pièce d'identité ou du permis de séjour (B ou C)</p>"
